,last_name,first_name,initials,affiliation,affiliation_date,publication_title,name
6037,Miller,Scott J,SJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Miller, Scott J"
6038,McCoy,Anne,A,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","McCoy, Anne"
6039,Shea,Joan-Emma,JE,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Shea, Joan-Emma"
6040,Zanni,Martin,M,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zanni, Martin"
6041,Murphy,Catherine,C,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Murphy, Catherine"
6042,Scholes,Gregory,G,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Scholes, Gregory"
6043,Loo,Joseph A,JA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Loo, Joseph A"
6044,Burrows,Cynthia J,CJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Burrows, Cynthia J"
6045,Wang,Shu,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wang, Shu"
6046,Kim,Hyun Jae,HJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kim, Hyun Jae"
6047,Meyer,Gerald J,GJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Meyer, Gerald J"
6048,Schanze,Kirk,K,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Schanze, Kirk"
6049,Lee,T Randall,TR,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lee, T Randall"
6050,Lutkenhaus,Jodie L,JL,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lutkenhaus, Jodie L"
6051,Kaplan,David,D,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kaplan, David"
6052,Jones,Christopher,C,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Jones, Christopher"
6053,Bertozzi,Carolyn,C,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Bertozzi, Carolyn"
6054,Kiessling,Laura,L,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kiessling, Laura"
6055,Mulcahy,Mary Beth,MB,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Mulcahy, Mary Beth"
6056,Lindsley,Craig W,CW,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lindsley, Craig W"
6057,Finn,M G,MG,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Finn, M G"
6058,Blum,Joel D,JD,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Blum, Joel D"
6059,Kamat,Prashant,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kamat, Prashant"
6060,Aldrich,Courtney C,CC,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Aldrich, Courtney C"
6061,Rowan,Stuart,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rowan, Stuart"
6062,Bin Liu,,,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.",Bin Liu
6063,Liotta,Dennis,D,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Liotta, Dennis"
6064,Weiss,Paul S,PS,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Weiss, Paul S"
6065,Zhang,Deqing,D,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zhang, Deqing"
6066,Ganesh,Krishna N,KN,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Ganesh, Krishna N"
6067,Sexton,Patrick,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sexton, Patrick"
6068,Atwater,Harry A,HA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Atwater, Harry A"
6069,Gooding,J Justin,JJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Gooding, J Justin"
6070,Allen,David T,DT,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Allen, David T"
6071,Voigt,Christopher A,CA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Voigt, Christopher A"
6072,Sweedler,Jonathan,J,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sweedler, Jonathan"
6073,Schepartz,Alanna,A,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Schepartz, Alanna"
6074,Rotello,Vincent,V,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rotello, Vincent"
6075,Lecommandoux,Sébastien,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lecommandoux, Sébastien"
6076,Sturla,Shana J,SJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sturla, Shana J"
6077,Hammes-Schiffer,Sharon,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hammes-Schiffer, Sharon"
6078,Buriak,Jillian,J,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Buriak, Jillian"
6079,Steed,Jonathan W,JW,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Steed, Jonathan W"
6080,Wu,Hongwei,H,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wu, Hongwei"
6081,Zimmerman,Julie,J,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zimmerman, Julie"
6082,Brooks,Bryan,B,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Brooks, Bryan"
6083,Savage,Phillip,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Savage, Phillip"
6084,Tolman,William,W,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Tolman, William"
6085,Hofmann,Thomas F,TF,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hofmann, Thomas F"
6086,Brennecke,Joan F,JF,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Brennecke, Joan F"
6087,Holme,Thomas A,TA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Holme, Thomas A"
6088,Merz,Kenneth M,KM,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Merz, Kenneth M"
6089,Scuseria,Gustavo,G,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Scuseria, Gustavo"
6090,Jorgensen,William,W,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Jorgensen, William"
6091,Georg,Gunda I,GI,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Georg, Gunda I"
6092,Wang,Shaomeng,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wang, Shaomeng"
6093,Proteau,Philip,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Proteau, Philip"
6094,Yates,John R,JR,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Yates, John R"
6095,Stang,Peter,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Stang, Peter"
6096,Walker,Gilbert C,GC,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Walker, Gilbert C"
6097,Hillmyer,Marc,M,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hillmyer, Marc"
6098,Taylor,Lynne S,LS,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Taylor, Lynne S"
6099,Odom,Teri W,TW,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Odom, Teri W"
6100,Carreira,Erick,E,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Carreira, Erick"
6101,Rossen,Kai,K,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rossen, Kai"
6102,Chirik,Paul,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Chirik, Paul"
6103,Miller,Scott J,SJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Miller, Scott J"
6104,McCoy,Anne,A,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","McCoy, Anne"
6105,Shea,Joan-Emma,JE,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Shea, Joan-Emma"
6106,Zanni,Martin,M,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zanni, Martin"
6107,Murphy,Catherine,C,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Murphy, Catherine"
6108,Scholes,Gregory,G,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Scholes, Gregory"
6109,Loo,Joseph A,JA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Loo, Joseph A"
6110,Burrows,Cynthia J,CJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Burrows, Cynthia J"
6111,Wang,Shu,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wang, Shu"
6112,Kim,Hyun Jae,HJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kim, Hyun Jae"
6113,Meyer,Gerald J,GJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Meyer, Gerald J"
6114,Schanze,Kirk,K,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Schanze, Kirk"
6115,Lee,T Randall,TR,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lee, T Randall"
6116,Lutkenhaus,Jodie L,JL,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lutkenhaus, Jodie L"
6117,Kaplan,David,D,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kaplan, David"
6118,Jones,Christopher,C,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Jones, Christopher"
6119,Bertozzi,Carolyn,C,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Bertozzi, Carolyn"
6120,Kiessling,Laura,L,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kiessling, Laura"
6121,Mulcahy,Mary Beth,MB,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Mulcahy, Mary Beth"
6122,Lindsley,Craig W,CW,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lindsley, Craig W"
6123,Finn,M G,MG,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Finn, M G"
6124,Blum,Joel D,JD,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Blum, Joel D"
6125,Kamat,Prashant,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kamat, Prashant"
6126,Aldrich,Courtney C,CC,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Aldrich, Courtney C"
6127,Rowan,Stuart,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rowan, Stuart"
6128,Bin Liu,,,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.",Bin Liu
6129,Liotta,Dennis,D,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Liotta, Dennis"
6130,Weiss,Paul S,PS,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Weiss, Paul S"
6131,Zhang,Deqing,D,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zhang, Deqing"
6132,Ganesh,Krishna N,KN,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Ganesh, Krishna N"
6133,Sexton,Patrick,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sexton, Patrick"
6134,Atwater,Harry A,HA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Atwater, Harry A"
6135,Gooding,J Justin,JJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Gooding, J Justin"
6136,Allen,David T,DT,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Allen, David T"
6137,Voigt,Christopher A,CA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Voigt, Christopher A"
6138,Sweedler,Jonathan,J,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sweedler, Jonathan"
6139,Schepartz,Alanna,A,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Schepartz, Alanna"
6140,Rotello,Vincent,V,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rotello, Vincent"
6141,Lecommandoux,Sébastien,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lecommandoux, Sébastien"
6142,Sturla,Shana J,SJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sturla, Shana J"
6143,Hammes-Schiffer,Sharon,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hammes-Schiffer, Sharon"
6144,Buriak,Jillian,J,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Buriak, Jillian"
6145,Steed,Jonathan W,JW,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Steed, Jonathan W"
6146,Wu,Hongwei,H,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wu, Hongwei"
6147,Zimmerman,Julie,J,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zimmerman, Julie"
6148,Brooks,Bryan,B,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Brooks, Bryan"
6149,Savage,Phillip,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Savage, Phillip"
6150,Tolman,William,W,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Tolman, William"
6151,Hofmann,Thomas F,TF,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hofmann, Thomas F"
6152,Brennecke,Joan F,JF,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Brennecke, Joan F"
6153,Holme,Thomas A,TA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Holme, Thomas A"
6154,Merz,Kenneth M,KM,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Merz, Kenneth M"
6155,Scuseria,Gustavo,G,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Scuseria, Gustavo"
6156,Jorgensen,William,W,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Jorgensen, William"
6157,Georg,Gunda I,GI,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Georg, Gunda I"
6158,Wang,Shaomeng,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wang, Shaomeng"
6159,Proteau,Philip,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Proteau, Philip"
6160,Yates,John R,JR,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Yates, John R"
6161,Stang,Peter,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Stang, Peter"
6162,Walker,Gilbert C,GC,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Walker, Gilbert C"
6163,Hillmyer,Marc,M,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hillmyer, Marc"
6164,Taylor,Lynne S,LS,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Taylor, Lynne S"
6165,Odom,Teri W,TW,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Odom, Teri W"
6166,Carreira,Erick,E,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Carreira, Erick"
6167,Rossen,Kai,K,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rossen, Kai"
6168,Chirik,Paul,P,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Chirik, Paul"
6169,Miller,Scott J,SJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Miller, Scott J"
6170,McCoy,Anne,A,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","McCoy, Anne"
6171,Shea,Joan-Emma,JE,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Shea, Joan-Emma"
6172,Zanni,Martin,M,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zanni, Martin"
6173,Murphy,Catherine,C,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Murphy, Catherine"
6174,Scholes,Gregory,G,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Scholes, Gregory"
6175,Loo,Joseph A,JA,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Loo, Joseph A"
6176,Burrows,Cynthia J,CJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Burrows, Cynthia J"
6177,Wang,Shu,S,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wang, Shu"
6178,Kim,Hyun Jae,HJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kim, Hyun Jae"
6179,Meyer,Gerald J,GJ,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Meyer, Gerald J"
6180,Schanze,Kirk,K,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Schanze, Kirk"
6181,Lee,T Randall,TR,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lee, T Randall"
6182,Lutkenhaus,Jodie L,JL,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lutkenhaus, Jodie L"
6183,Kaplan,David,D,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kaplan, David"
6184,Jones,Christopher,C,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Jones, Christopher"
6185,Bertozzi,Carolyn,C,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Bertozzi, Carolyn"
6186,Kiessling,Laura,L,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kiessling, Laura"
6187,Mulcahy,Mary Beth,MB,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Mulcahy, Mary Beth"
6188,Lindsley,Craig W,CW,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lindsley, Craig W"
6189,Finn,M G,MG,,2020-04-23,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Finn, M G"
